name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
EKG1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	n/a
EKG2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	bad	n/a
LE1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LE11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LE3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LE5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LE7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LE9	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LF1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LF11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LF3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LF5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LF7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LF9	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LG1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LG2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LG3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LG4	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LG5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LG6	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LG7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LG8	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LH1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LH2	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LH3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LH4	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LH5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LH6	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LH7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LH8	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LI1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LI3	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LI5	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
LI7	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
RA1	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	soz
RA10	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
RA11	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
RA12	SEEG	µV	0.0	512.0	StereoEEG	1024.0	good	n/a
