name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
C3	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
C4	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
CZ	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
EKG1	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
EKG2	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
F3	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
F4	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
F7	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
F8	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
FP1	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
FP2	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
FZ	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
LAF1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
LAF2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
LAF3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
LAF4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
O1	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
O2	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
P3	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
P4	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
PZ	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
RA1	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
RA2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RA3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RA4	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
RAFa1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RAFa2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RAFa3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RAFa4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RAFb1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RAFb2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RAFb3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RAFb4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RAFc1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RAFc2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RAFc3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RAFc4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RAFd1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RAFd2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RAFd3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RAFd4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RH1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RH2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RH3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RH4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a
RPFa1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	resect
RPFa2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	resect
RPFa3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	resect,soz
RPFa4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	soz
RPFb1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	resect
RPFb2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	resect
RPFb3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	resect,soz
RPFc1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	resect
RPFc2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	resect
RPFc3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	resect,soz
T3	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
T4	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
T5	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
T6	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a
